id,response,type,length,num_sentence,num_word,words_cut
34,"研究動機：
- 媒體對同一主題的報導經常有明顯差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，以報紙報導風格為研究目標
- 分析常用詞彙、句長、標點、虛字等，以能夠代表各報風格差異的詞彙為解釋變數

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》
- 比較四大報頭條標題及內文的用字風格，透過Jaccard指標和Yue指標將報導分群
- 分析《自由時報》和《蘋果日報》風格差異以及能代表風格的常見詞彙作為解釋變數
- 使用統計和機器學習模型進行區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,355,14,136,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 報紙 報導 風格 為 研究 目標 分析 常用 詞彙 句長 標點 虛字 能夠 代表 各報 風格 差異 詞彙 為 解釋 變數 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 比較 四大報 頭條 標題 內文 用字 風格 透過 Jaccard 指標 Yue 指標 報導 分 羣 分析 自由時報 蘋果日報 風格 差異 代表 風格 常見 詞彙 作為 解釋 變數 使用 統計 機器 學習 模型 進行 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
35,"研究動機：
- 報紙對同一主題的報導存在明顯差異，想要探討這些報紙報導風格差異的原因與程度。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等詞彙使用方式的差異，進而比較各報報導風格的差異。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以標題和內文的用字風格來分析四大報報導的差異。
- 使用Jaccard指標和Yue指標等方法來衡量報導風格的相似度。
- 使用統計分析和機器學習模型等方法來區分《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格存在差異，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向報導政治新聞，而《蘋果日報》則傾向報導社會新聞。
- 統計分析和機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,331,14,125,研究動機 報紙 同一 主題 報導 存在 明顯 差異 想要 探討 報紙 報導 風格 差異 原因 程度 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 詞彙 使用 方式 差異 比較 各報 報導 風格 差異 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 標題 內文 用字 風格 分析 四大報 報導 差異 使用 Jaccard 指標 Yue 指標 方法 衡量 報導 風格 相似 度 使用 統計 分析 機器 學習 模型 方法 區分 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 存在 差異 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 報導 政治 新聞 蘋果日報 傾向 報導 社會 新聞 統計 分析 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
36,"研究動機:
- 媒體對同一主題的報導經常有明顯差異，希望探討不同媒體的報導風格。

研究目的:
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探究四大報頭條標題及內文的用字風格是否相同，並分析差異。
- 確認能夠代表兩報的常見詞彙以區隔報導。

研究方法:
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 以常用詞彙、句長、標點、虛字為分析變數，比較四大報頭條標題及內文的用字風格。
- 使用Jaccard指標及Yue指標將同時期報導分群。
- 分析《自由時報》及《蘋果日報》的傾向性新聞類別，以常見詞彙為解釋變數，使用統計及機器學習模型區隔報導。

研究結果:
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,352,15,142,研究動機 : 媒體 同一 主題 報導 經常 明顯 差異 希望 探討 不同 媒體 報導 風格 研究目的 : 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探究 四大報 頭條 標題 內文 用字 風格 是否 相同 分析 差異 確認 能夠 代表 兩報 常見 詞彙 區隔 報導 研究方法 : 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 常用 詞彙 句長 標點 虛字 為 分析 變數 比較 四大報 頭條 標題 內文 用字 風格 使用 Jaccard 指標 Yue 指標 將同 時期 報導 分 羣 分析 自由時報 蘋果日報 傾向性 新聞 類別 常見 詞彙 為 解釋 變數 使用 統計 機器 學習 模型 區隔 報導 研究結果 : 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
37,"研究動機：
媒體對同一主題的報導經常有明顯差異，因此作者想要探討臺灣四大報的報導風格是否具有明顯的差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，分析常用詞彙、句長、標點、虛字等因素，以討論他們的報導風格是否不同。

研究方法：
1. 選取每天頭版頭條新聞作為研究樣本。
2. 比較四大報的標題和內文用字風格的差異，分析常用詞彙、句長、標點和虛字等因素。
3. 使用統計及機器學習模型，以能夠代表兩報的常見詞彙為解釋變數，進行區隔分析。

研究結果：
1. 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
2. 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
3. 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",num,309,12,122,研究動機 媒體 同一 主題 報導 經常 明顯 差異 作者 想要 探討 臺灣 四大報 報導 風格 是否 具有 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 因素 討論 報導 風格 是否 不同 研究方法 選取 每天 頭版頭條 新聞 作為 研究 樣本 比較 四大報 標題 內文 用字 風格 差異 分析 常用 詞彙 句長 標點 虛字 因素 使用 統計 機器 學習 模型 能夠 代表 兩報 常見 詞彙 為 解釋 變數 進行 區隔 分析 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
38,"研究動機：

- 媒體對同一主題的報導經常有明顯差異，有必要比較不同報紙的報導風格。

研究目的：

- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等文本特徵，區分不同報紙的報導風格。
- 比較報導標題及內文風格的相異程度。

研究方法：

- 選取每天頭版頭條新聞，資料期間為2012年至2018年，每篇文章只分析標題及內文。
- 分析常用詞彙、句長、標點、虛字等文本特徵，使用Jaccard指標及Yue指標區分不同報紙的風格。
- 使用統計及機器學習模型區分《自由時報》及《蘋果日報》的風格。

研究結果：

- 四大報頭條標題及內文的用字風格不完全相同，不同報紙可區分成不同的風格群組。
- 在標題分析中，Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 在內文分析中，《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，統計及機器學習 模型都能準確地區隔《自由時報》或《蘋果日報》。",point,350,14,140,研究動機 媒體 同一 主題 報導 經常 明顯 差異 必要 比較 不同 報紙 報導 風格 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 文本 特徵 區分 不同 報紙 報導 風格 比較 報導 標題 內文 風格 相異 程度 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 每篇 文章 分析 標題 內文 分析 常用 詞彙 句長 標點 虛字 文本 特徵 使用 Jaccard 指標 Yue 指標 區分 不同 報紙 風格 使用 統計 機器 學習 模型 區分 自由時報 蘋果日報 風格 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 不同 報紙 區分 成 不同 風格 羣組 標題 分析 中 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 在內 文 分析 中 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習   模型 準確 地區 隔 自由時報 蘋果日報 
39,"研究動機：
- 媒體對同一主題的報導經常存在明顯差異，透過分析報紙報導風格可以瞭解其差異性。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討報紙報導風格的差異點。
- 分析四大報頭條標題及內文的用字風格。
- 比較統計及機器學習模型對報道研究的分類準確度。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字。
- 利用Jaccard指標及Yue指標將四大報分類。
- 以能夠代表兩報的常見詞彙為解釋變數，使用統計及機器學習模型區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,328,17,129,研究動機 媒體 同一 主題 報導 經常 存在 明顯 差異 透過 分析 報紙 報導 風格 瞭解 差異 性 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探討 報紙 報導 風格 差異 點 分析 四大報 頭條 標題 內文 用字 風格 比較 統計 機器 學習 模型 報道 研究 分類 準確度 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 利用 Jaccard 指標 Yue 指標 四大報 分類 能夠 代表 兩報 常見 詞彙 為 解釋 變數 使用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
40,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，本研究想探究不同報紙的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 分析常用詞彙、句長、標點、虛字等在不同報紙的使用情況
- 探索頭條標題及內文的用字風格差異
- 嘗試用常見詞彙為解釋變數，區隔不同報紙

研究方法：
- 選取資料期間為2012年至2018年，每天頭版頭條新聞
- 比較頭條標題及內文中的用字風格，分析常用詞彙、句長、標點、虛字等
- 使用Jaccard指標及Yue指標，將同時期報導或四大報分群
- 採用統計及機器學習模型，區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同
- 頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 用常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》",point,350,17,140,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究 想 探究 不同 報紙 報導 風格 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 不同 報紙 使用 情況 探索 頭條 標題 內文 用字 風格 差異 嘗試 常見 詞彙 為 解釋 變數 區隔 不同 報紙 研究方法 選取 資料 期間 為 2012 年 2018 年 每天 頭版頭條 新聞 比較 頭條 標題 文中 用字 風格 分析 常用 詞彙 句長 標點 虛字 使用 Jaccard 指標 Yue 指標 將同 時期 報導 四大報 分 羣 採用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 頭條 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
41,"研究動機：
- 媒體報導同一主題經常存在明顯差異
- 想要研究報紙報導風格的異同點

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 探究常用詞彙、句長、標點、虛字等報導字詞的異同
- 利用統計及機器學習模型分析報紙報導風格

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 以常用詞彙、句長、標點、虛字等為分析變數
- 使用 Jaccard 指標及 Yue 指標將報導分為不同群
- 使用統計及機器學習模型區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格存在異同
- 標題的 Jaccard 指標將同時期報導放在同一群，Yue 指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 利用統計及機器學習模型可以準確地區隔《自由時報》或《蘋果日報》。",point,317,17,125,研究動機 媒體 報導 同一 主題 經常 存在 明顯 差異 想要 研究 報紙 報導 風格 異同 點 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探究 常用 詞彙 句長 標點 虛字 報導 字詞 異同 利用 統計 機器 學習 模型 分析 報紙 報導 風格 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 常用 詞彙 句長 標點 虛字 為 分析 變數 使用   Jaccard   指標   Yue   指標 報導 分為 不同 羣 使用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 存在 異同 標題   Jaccard   指標 將同 時期 報導 放在 一羣 Yue   指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 利用 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
42,"研究動機：
- 媒體報導同一主題的風格差異常大，想瞭解臺灣四大報之間報導風格的異同。

研究目的：
- 以報紙報導風格為研究目標，比較臺灣四大報的報導風格。
- 了解四大報頭條標題及內文的用字風格異同，並分析其可能原因。
- 探索常用詞彙、句長、標點、虛字等變數在報紙報導中的應用。

研究方法：
- 分析臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 選取每天頭版頭條新聞，分析其標題、內文使用的常用詞彙、句長、標點、虛字等變數。
- 使用Jaccard指標、Yue指標等方法分析報紙報導風格之間的相似度和差異。
- 統計及機器學習模型分析常見詞彙在報紙報導中的應用及其對新聞風格的影響。

研究結果：
- 四大報頭條標題及內文使用的常用詞彙、句長、標點、虛字等變數略有差異，標題的Jaccard指標將同期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向於政治新聞，而《蘋果日報》傾向社會新聞。
- 統計及機器學習模型均能夠準確地區隔《自由時報》或《蘋果日報》。",point,366,15,148,研究動機 媒體 報導 同一 主題 風格 差異 常大 想 瞭解 臺灣 四大報 之間 報導 風格 異同 研究目的 報紙 報導 風格 為 研究 目標 比較 臺灣 四大報 報導 風格 瞭解 四大報 頭條 標題 內文 用字 風格 異同 分析 可能 原因 探索 常用 詞彙 句長 標點 虛字 變數 報紙 報導 中 應用 研究方法 分析 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 選取 每天 頭版頭條 新聞 分析 標題 內文 使用 常用 詞彙 句長 標點 虛字 變數 使用 Jaccard 指標 Yue 指標 方法 分析 報紙 報導 風格 之間 相似 度 差異 統計 機器 學習 模型 分析 常見 詞彙 報紙 報導 中 應用 新聞 風格 影響 研究結果 四大報 頭條 標題 內文 使用 常用 詞彙 句長 標點 虛字 變數 略有 差異 標題 Jaccard 指標 同期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 均 能夠 準確 地區 隔 自由時報 蘋果日報 
43,"研究動機：

- 媒體對同一主題的報導經常有明顯差異，探討不同報紙報導風格的差異。

研究目的：

- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等文字特徵在報導風格上的差異。
- 探討報紙頭版頭條新聞的報導風格是否一致，以及其內容是否存在明顯不同。

研究方法：

- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等文字特徵的使用情況。
- 使用Jaccard指標和Yue指標將報導分群，並研究各群報導的特點。
- 使用統計和機器學習模型來區分《自由時報》和《蘋果日報》的報導風格。

研究結果：

- 四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 使用常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,383,15,150,研究動機 媒體 同一 主題 報導 經常 明顯 差異 探討 不同 報紙 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 文字 特徵 報導 風格 差異 探討 報紙 頭版頭條 新聞 報導 風格 是否 一致 內容 是否 存在 明顯 不同 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 文字 特徵 使用 情況 使用 Jaccard 指標 Yue 指標 報導 分 羣 研究 羣 報導 特點 使用 統計 機器 學習 模型 區分 自由時報 蘋果日報 報導 風格 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 使用 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
44,"研究動機：

1. 媒體對同一主題的報導經常有明顯差異。
2. 報紙報導風格的差異性。

研究目的：

探討台灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異。

研究方法：

1. 選取每天頭版頭條新聞作為資料。
2. 分析常用詞彙、句長、標點、虛字等變數。
3. 使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群，進行資料分析。
4. 統計及機器學習模型進行分析。

研究結果：

1. 四大報頭條標題及內文的用字風格不完全相同。
2. 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
3. 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
4. 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。",num,262,15,105,研究動機 媒體 同一 主題 報導 經常 明顯 差異 報紙 報導 風格 差異 性 研究目的 探討 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 差異 研究方法 選取 每天 頭版頭條 新聞 作為 資料 分析 常用 詞彙 句長 標點 虛字 變數 使用 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 進行 資料 分析 統計 機器 學習 模型 進行 分析 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 能夠 準確 地區 隔 自由時報 蘋果日報 
45,"研究動機：
- 媒體對同一主題報導差異明顯，想探討報導風格在不同報紙間是否有明顯差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討四大報頭條標題和內文用字風格的不同。

研究方法：
- 每天選取四大報頭版頭條新聞作為資料，期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等因素，進行文本分析。
- 使用Jaccard指標和Yue指標進行聚類分析，探討四大報在報導風格上的異同。
- 以常見詞彙為解釋變數，使用統計及機器學習模型進行分類，區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題用字風格使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現，《自由時報》偏向政治新聞，《蘋果日報》偏向社會新聞。
- 使用統計及機器學習模型能準確地區隔《自由時報》或《蘋果日報》。",point,333,15,134,研究動機 媒體 同一 主題 報導 差異 明顯 想 探討 報導 風格 不同 報紙 間 是否 明顯 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探討 四大報 頭條 標題 內文 用字 風格 不同 研究方法 每天 選取 四大報 頭版頭條 新聞 作為 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 因素 進行 文本 分析 使用 Jaccard 指標 Yue 指標 進行 聚類 分析 探討 四大報 報導 風格 異同 常見 詞彙 為 解釋 變數 使用 統計 機器 學習 模型 進行 分類 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 用字 風格 使用 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 偏向 政治 新聞 蘋果日報 偏向 社會 新聞 使用 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
46,"研究動機：
媒體對同一主題的報導經常有明顯差異，因此本研究希望比較臺灣四大報對同一主題的報導風格，以瞭解它們之間的差異。

研究目的：
比較《蘋果日報》、《自由時報》、《聯合報》、《中國時報》之間的報導風格差異，並分析其常用詞彙、句長、標點、虛字等變數，以準確區隔報紙風格。

研究方法：
選取2012年至2018年期間四大報每日的頭版頭條新聞，分析其報導風格，包括常用詞彙、句長、標點、虛字等，使用Jaccard指標和Yue指標分析其標題風格，並使用統計和機器學習模型區隔《自由時報》和《蘋果日報》。

研究結果：
四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群；內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",none,320,9,120,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究 希望 比較 臺灣 四大報 同一 主題 報導 風格 瞭解 之間 差異 研究目的 比較 蘋果日報 自由時報 聯合報 中國時報 之間 報導 風格 差異 分析 常用 詞彙 句長 標點 虛字 變數 準確 區隔 報紙 風格 研究方法 選取 2012 年 2018 年 期間 四大報 每日 頭版頭條 新聞 分析 報導 風格 包括 常用 詞彙 句長 標點 虛字 使用 Jaccard 指標 Yue 指標 分析 標題 風格 使用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
47,"研究動機：
媒體對同一主題報導風格差異大，無法得知哪一報導更為客觀，因此有必要進行分析以探究這些差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異，以了解不同報紙之間報導風格的差異及其原因。

研究方法：
選取每天頭版頭條新聞作為研究對象，對標題和內文進行文字分析，並比較四大報之間的常用詞彙、句長、標點和虛字。

研究結果：
研究發現四大報標題的用字風格不完全相同，其中Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群；內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞；以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",none,277,10,108,研究動機 媒體 同一 主題 報導 風格 差異 無法 得知 哪一 報導 更為 客觀 必要 進行 分析 探究 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 差異 瞭解 不同 報紙 之間 報導 風格 差異 原因 研究方法 選取 每天 頭版頭條 新聞 作為 研究 對象 標題 內文 進行 文字 分析 比較 四大報 之間 常用 詞彙 句長 標點 虛字 研究結果 研究 發現 四大報 標題 用字 風格 完全 相同 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
48,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，對此現象進行深入研究。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 排除報紙立場及題材造成的干擾，以每天的頭版頭條新聞為研究對象，並從常用詞彙、句長、標點和虛字等方面進行分析。
- 進一步探究風格差異對報導內容選擇的影響。

研究方法：
- 選取頭條標題涵蓋四大報、頭條內文僅有《蘋果日報》、《自由時報》的新聞作為資料。
- 統計每家報紙標題中出現的常用詞彙、句長、標點和虛字等數據。
- 利用Jaccard指標和Yue指標，進行標題風格差異的分析和聚類。
- 建立統計及機器學習模型，以常見詞彙為解釋變數，區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》則傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,363,15,141,研究動機 媒體 同一 主題 報導 經常 明顯 差異 對此 現象 進行 深入研究 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 排除 報紙 立場 題材 造成 幹擾 每天 頭版頭條 新聞 為 研究 對象 並從 常用 詞彙 句長 標點 虛字 方面 進行 分析 進一步 探究 風格 差異 報導 內容 選擇 影響 研究方法 選取 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 新聞 作為 資料 統計 每家 報紙 標題 中 出現 常用 詞彙 句長 標點 虛字 數據 利用 Jaccard 指標 Yue 指標 進行 標題 風格 差異 分析 聚類 建立 統計 機器 學習 模型 常見 詞彙 為 解釋 變數 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
